date_id,Year,Month,Dayweek,Day of week,Holiday Indicator
D2087,2003,9,Thursday,Weekday,Non-Holiday
D2088,2003,9,Tuesday,Weekday,Non-Holiday
D2089,2003,9,Wednesday,Weekday,Non-Holiday
D2090,2003,8,Friday,Weekday,Non-Holiday
D2091,2003,8,Monday,Weekday,Non-Holiday
D2092,2003,8,Saturday,Weekend,Non-Holiday
D2093,2003,8,Sunday,Weekend,Non-Holiday
D2094,2003,8,Thursday,Weekday,Non-Holiday
D2095,2003,8,Tuesday,Weekday,Non-Holiday
D2096,2003,8,Wednesday,Weekday,Non-Holiday
D2097,2003,7,Friday,Weekday,Non-Holiday
D2098,2003,7,Monday,Weekday,Non-Holiday
D2099,2003,7,Saturday,Weekend,Non-Holiday
D2100,2003,7,Sunday,Weekend,Non-Holiday
D2101,2003,7,Thursday,Weekday,Non-Holiday
D2102,2003,7,Tuesday,Weekday,Non-Holiday
D2103,2003,7,Wednesday,Weekday,Non-Holiday
D2104,2003,6,Friday,Weekday,Non-Holiday
D2105,2003,6,Monday,Weekday,Non-Holiday
D2106,2003,6,Saturday,Weekend,Non-Holiday
D2107,2003,6,Sunday,Weekend,Non-Holiday
D2108,2003,6,Thursday,Weekday,Non-Holiday
D2109,2003,6,Tuesday,Weekday,Non-Holiday
D2110,2003,6,Wednesday,Weekday,Non-Holiday
D2111,2003,5,Friday,Weekday,Non-Holiday
D2112,2003,5,Monday,Weekday,Non-Holiday
D2113,2003,5,Saturday,Weekend,Non-Holiday
D2114,2003,5,Sunday,Weekend,Non-Holiday
D2115,2003,5,Thursday,Weekday,Non-Holiday
D2116,2003,5,Tuesday,Weekday,Non-Holiday
D2117,2003,5,Wednesday,Weekday,Non-Holiday
D2118,2003,4,Friday,Weekday,Non-Holiday
D2119,2003,4,Monday,Weekday,Non-Holiday
D2120,2003,4,Saturday,Weekend,Non-Holiday
D2121,2003,4,Sunday,Weekend,Non-Holiday
D2122,2003,4,Thursday,Weekday,Non-Holiday
D2123,2003,4,Tuesday,Weekday,Non-Holiday
D2124,2003,4,Wednesday,Weekday,Non-Holiday
D2125,2003,3,Friday,Weekday,Non-Holiday
D2126,2003,3,Monday,Weekday,Non-Holiday
D2127,2003,3,Saturday,Weekend,Non-Holiday
D2128,2003,3,Sunday,Weekend,Non-Holiday
D2129,2003,3,Thursday,Weekday,Non-Holiday
D2130,2003,3,Tuesday,Weekday,Non-Holiday
D2131,2003,3,Wednesday,Weekday,Non-Holiday
D2132,2003,2,Friday,Weekday,Non-Holiday
D2133,2003,2,Monday,Weekday,Non-Holiday
D2134,2003,2,Saturday,Weekend,Non-Holiday
D2135,2003,2,Sunday,Weekend,Non-Holiday
D2136,2003,2,Thursday,Weekday,Non-Holiday
D2137,2003,2,Tuesday,Weekday,Non-Holiday
D2138,2003,2,Wednesday,Weekday,Non-Holiday
D2139,2003,1,Friday,Weekday,Non-Holiday
D2140,2003,1,Friday,Weekday,Christmas
D2141,2003,1,Monday,Weekday,Non-Holiday
D2142,2003,1,Saturday,Weekend,Non-Holiday
D2143,2003,1,Sunday,Weekend,Non-Holiday
D2144,2003,1,Thursday,Weekday,Christmas
D2145,2003,1,Thursday,Weekday,Non-Holiday
D2146,2003,1,Tuesday,Weekday,Non-Holiday
D2147,2003,1,Wednesday,Weekday,Christmas
D2148,2003,1,Wednesday,Weekday,Non-Holiday
D2149,2002,12,Friday,Weekday,Christmas
D2150,2002,12,Friday,Weekday,Non-Holiday
D2151,2002,12,Monday,Weekday,Non-Holiday
D2152,2002,12,Monday,Weekday,Christmas
D2153,2002,12,Saturday,Weekend,Non-Holiday
D2154,2002,12,Saturday,Weekend,Christmas
D2155,2002,12,Sunday,Weekend,Non-Holiday
D2156,2002,12,Sunday,Weekend,Christmas
D2157,2002,12,Thursday,Weekday,Non-Holiday
D2158,2002,12,Thursday,Weekday,Christmas
D2159,2002,12,Tuesday,Weekday,Non-Holiday
D2160,2002,12,Tuesday,Weekday,Christmas
D2161,2002,12,Wednesday,Weekday,Christmas
D2162,2002,12,Wednesday,Weekday,Non-Holiday
D2163,2002,11,Friday,Weekday,Non-Holiday
D2164,2002,11,Monday,Weekday,Non-Holiday
D2165,2002,11,Saturday,Weekend,Non-Holiday
D2166,2002,11,Sunday,Weekend,Non-Holiday
D2167,2002,11,Thursday,Weekday,Non-Holiday
D2168,2002,11,Tuesday,Weekday,Non-Holiday
D2169,2002,11,Wednesday,Weekday,Non-Holiday
D2170,2002,10,Friday,Weekday,Non-Holiday
D2171,2002,10,Monday,Weekday,Non-Holiday
D2172,2002,10,Saturday,Weekend,Non-Holiday
D2173,2002,10,Sunday,Weekend,Non-Holiday
D2174,2002,10,Thursday,Weekday,Non-Holiday
D2175,2002,10,Tuesday,Weekday,Non-Holiday
D2176,2002,10,Wednesday,Weekday,Non-Holiday
D2177,2002,9,Friday,Weekday,Non-Holiday
D2178,2002,9,Monday,Weekday,Non-Holiday
D2179,2002,9,Saturday,Weekend,Non-Holiday
D2180,2002,9,Sunday,Weekend,Non-Holiday
D2181,2002,9,Thursday,Weekday,Non-Holiday
D2182,2002,9,Tuesday,Weekday,Non-Holiday
D2183,2002,9,Wednesday,Weekday,Non-Holiday
D2184,2002,8,Friday,Weekday,Non-Holiday
D2185,2002,8,Monday,Weekday,Non-Holiday
D2186,2002,8,Saturday,Weekend,Non-Holiday
D2187,2002,8,Sunday,Weekend,Non-Holiday
D2188,2002,8,Thursday,Weekday,Non-Holiday
D2189,2002,8,Tuesday,Weekday,Non-Holiday
D2190,2002,8,Wednesday,Weekday,Non-Holiday
D2191,2002,7,Friday,Weekday,Non-Holiday
D2192,2002,7,Monday,Weekday,Non-Holiday
D2193,2002,7,Saturday,Weekend,Non-Holiday
D2194,2002,7,Sunday,Weekend,Non-Holiday
D2195,2002,7,Thursday,Weekday,Non-Holiday
D2196,2002,7,Tuesday,Weekday,Non-Holiday
D2197,2002,7,Wednesday,Weekday,Non-Holiday
D2198,2002,6,Friday,Weekday,Non-Holiday
D2199,2002,6,Monday,Weekday,Non-Holiday
D2200,2002,6,Saturday,Weekend,Non-Holiday
D2201,2002,6,Sunday,Weekend,Non-Holiday
D2202,2002,6,Thursday,Weekday,Non-Holiday
D2203,2002,6,Tuesday,Weekday,Non-Holiday
D2204,2002,6,Wednesday,Weekday,Non-Holiday
D2205,2002,5,Friday,Weekday,Non-Holiday
D2206,2002,5,Monday,Weekday,Non-Holiday
D2207,2002,5,Saturday,Weekend,Non-Holiday
D2208,2002,5,Sunday,Weekend,Non-Holiday
D2209,2002,5,Thursday,Weekday,Non-Holiday
D2210,2002,5,Tuesday,Weekday,Non-Holiday
D2211,2002,5,Wednesday,Weekday,Non-Holiday
D2212,2002,4,Friday,Weekday,Non-Holiday
D2213,2002,4,Monday,Weekday,Non-Holiday
D2214,2002,4,Saturday,Weekend,Non-Holiday
D2215,2002,4,Sunday,Weekend,Non-Holiday
D2216,2002,4,Thursday,Weekday,Non-Holiday
D2217,2002,4,Tuesday,Weekday,Non-Holiday
D2218,2002,4,Wednesday,Weekday,Non-Holiday
D2219,2002,3,Friday,Weekday,Non-Holiday
D2220,2002,3,Monday,Weekday,Non-Holiday
D2221,2002,3,Saturday,Weekend,Non-Holiday
D2222,2002,3,Sunday,Weekend,Non-Holiday
D2223,2002,3,Thursday,Weekday,Non-Holiday
D2224,2002,3,Tuesday,Weekday,Non-Holiday
D2225,2002,3,Wednesday,Weekday,Non-Holiday
D2226,2002,2,Friday,Weekday,Non-Holiday
D2227,2002,2,Monday,Weekday,Non-Holiday
D2228,2002,2,Saturday,Weekend,Non-Holiday
D2229,2002,2,Sunday,Weekend,Non-Holiday
D2230,2002,2,Thursday,Weekday,Non-Holiday
D2231,2002,2,Tuesday,Weekday,Non-Holiday
D2232,2002,2,Wednesday,Weekday,Non-Holiday
D2233,2002,1,Friday,Weekday,Non-Holiday
D2234,2002,1,Monday,Weekday,Non-Holiday
D2235,2002,1,Saturday,Weekend,Non-Holiday
D2236,2002,1,Sunday,Weekend,Non-Holiday
D2237,2002,1,Thursday,Weekday,Non-Holiday
D2238,2002,1,Thursday,Weekday,Christmas
D2239,2002,1,Tuesday,Weekday,Christmas
D2240,2002,1,Tuesday,Weekday,Non-Holiday
D2241,2002,1,Wednesday,Weekday,Non-Holiday
D2242,2002,1,Wednesday,Weekday,Christmas
D2243,2001,12,Friday,Weekday,Non-Holiday
D2244,2001,12,Friday,Weekday,Christmas
D2245,2001,12,Monday,Weekday,Non-Holiday
D2246,2001,12,Monday,Weekday,Christmas
D2247,2001,12,Saturday,Weekend,Non-Holiday
D2248,2001,12,Saturday,Weekend,Christmas
D2249,2001,12,Sunday,Weekend,Non-Holiday
D2250,2001,12,Sunday,Weekend,Christmas
D2251,2001,12,Thursday,Weekday,Non-Holiday
D2252,2001,12,Thursday,Weekday,Christmas
D2253,2001,12,Tuesday,Weekday,Non-Holiday
D2254,2001,12,Tuesday,Weekday,Christmas
D2255,2001,12,Wednesday,Weekday,Non-Holiday
D2256,2001,12,Wednesday,Weekday,Christmas
D2257,2001,11,Friday,Weekday,Non-Holiday
D2258,2001,11,Monday,Weekday,Non-Holiday
D2259,2001,11,Saturday,Weekend,Non-Holiday
D2260,2001,11,Sunday,Weekend,Non-Holiday
D2261,2001,11,Thursday,Weekday,Non-Holiday
D2262,2001,11,Tuesday,Weekday,Non-Holiday
D2263,2001,11,Wednesday,Weekday,Non-Holiday
D2264,2001,10,Friday,Weekday,Non-Holiday
D2265,2001,10,Monday,Weekday,Non-Holiday
D2266,2001,10,Saturday,Weekend,Non-Holiday
D2267,2001,10,Sunday,Weekend,Non-Holiday
D2268,2001,10,Thursday,Weekday,Non-Holiday
D2269,2001,10,Tuesday,Weekday,Non-Holiday
D2270,2001,10,Wednesday,Weekday,Non-Holiday
D2271,2001,9,Friday,Weekday,Non-Holiday
D2272,2001,9,Monday,Weekday,Non-Holiday
D2273,2001,9,Saturday,Weekend,Non-Holiday
D2274,2001,9,Sunday,Weekend,Non-Holiday
D2275,2001,9,Thursday,Weekday,Non-Holiday
D2276,2001,9,Tuesday,Weekday,Non-Holiday
D2277,2001,9,Wednesday,Weekday,Non-Holiday
D2278,2001,8,Friday,Weekday,Non-Holiday
D2279,2001,8,Monday,Weekday,Non-Holiday
D2280,2001,8,Saturday,Weekend,Non-Holiday
D2281,2001,8,Sunday,Weekend,Non-Holiday
D2282,2001,8,Thursday,Weekday,Non-Holiday
D2283,2001,8,Tuesday,Weekday,Non-Holiday
D2284,2001,8,Wednesday,Weekday,Non-Holiday
D2285,2001,7,Friday,Weekday,Non-Holiday
D2286,2001,7,Monday,Weekday,Non-Holiday
D2287,2001,7,Saturday,Weekend,Non-Holiday
D2288,2001,7,Sunday,Weekend,Non-Holiday
D2289,2001,7,Thursday,Weekday,Non-Holiday
D2290,2001,7,Tuesday,Weekday,Non-Holiday
D2291,2001,7,Wednesday,Weekday,Non-Holiday
D2292,2001,6,Friday,Weekday,Non-Holiday
D2293,2001,6,Monday,Weekday,Non-Holiday
D2294,2001,6,Saturday,Weekend,Non-Holiday
D2295,2001,6,Sunday,Weekend,Non-Holiday
D2296,2001,6,Thursday,Weekday,Non-Holiday
D2297,2001,6,Tuesday,Weekday,Non-Holiday
D2298,2001,6,Wednesday,Weekday,Non-Holiday
D2299,2001,5,Friday,Weekday,Non-Holiday
D2300,2001,5,Monday,Weekday,Non-Holiday
D2301,2001,5,Saturday,Weekend,Non-Holiday
D2302,2001,5,Sunday,Weekend,Non-Holiday
D2303,2001,5,Thursday,Weekday,Non-Holiday
D2304,2001,5,Tuesday,Weekday,Non-Holiday
D2305,2001,5,Wednesday,Weekday,Non-Holiday
D2306,2001,4,Friday,Weekday,Non-Holiday
D2307,2001,4,Monday,Weekday,Non-Holiday
D2308,2001,4,Saturday,Weekend,Non-Holiday
D2309,2001,4,Sunday,Weekend,Non-Holiday
D2310,2001,4,Thursday,Weekday,Non-Holiday
D2311,2001,4,Tuesday,Weekday,Non-Holiday
D2312,2001,4,Wednesday,Weekday,Non-Holiday
D2313,2001,3,Friday,Weekday,Non-Holiday
D2314,2001,3,Monday,Weekday,Non-Holiday
D2315,2001,3,Saturday,Weekend,Non-Holiday
D2316,2001,3,Sunday,Weekend,Non-Holiday
D2317,2001,3,Thursday,Weekday,Non-Holiday
D2318,2001,3,Tuesday,Weekday,Non-Holiday
D2319,2001,3,Wednesday,Weekday,Non-Holiday
D2320,2001,2,Friday,Weekday,Non-Holiday
D2321,2001,2,Monday,Weekday,Non-Holiday
D2322,2001,2,Saturday,Weekend,Non-Holiday
D2323,2001,2,Sunday,Weekend,Non-Holiday
D2324,2001,2,Thursday,Weekday,Non-Holiday
D2325,2001,2,Tuesday,Weekday,Non-Holiday
D2326,2001,2,Wednesday,Weekday,Non-Holiday
D2327,2001,1,Friday,Weekday,Non-Holiday
D2328,2001,1,Monday,Weekday,Non-Holiday
D2329,2001,1,Monday,Weekday,Christmas
D2330,2001,1,Saturday,Weekend,Non-Holiday
D2331,2001,1,Sunday,Weekend,Non-Holiday
D2332,2001,1,Thursday,Weekday,Non-Holiday
D2333,2001,1,Tuesday,Weekday,Non-Holiday
D2334,2001,1,Tuesday,Weekday,Christmas
D2335,2001,1,Wednesday,Weekday,Non-Holiday
D2336,2001,1,Wednesday,Weekday,Christmas
D2337,2000,12,Friday,Weekday,Non-Holiday
D2338,2000,12,Friday,Weekday,Christmas
D2339,2000,12,Monday,Weekday,Non-Holiday
D2340,2000,12,Monday,Weekday,Christmas
D2341,2000,12,Saturday,Weekend,Non-Holiday
D2342,2000,12,Saturday,Weekend,Christmas
D2343,2000,12,Sunday,Weekend,Non-Holiday
D2344,2000,12,Sunday,Weekend,Christmas
D2345,2000,12,Thursday,Weekday,Non-Holiday
D2346,2000,12,Thursday,Weekday,Christmas
D2347,2000,12,Tuesday,Weekday,Non-Holiday
D2348,2000,12,Tuesday,Weekday,Christmas
D2349,2000,12,Wednesday,Weekday,Non-Holiday
D2350,2000,12,Wednesday,Weekday,Christmas
D2351,2000,11,Friday,Weekday,Non-Holiday
D2352,2000,11,Monday,Weekday,Non-Holiday
D2353,2000,11,Saturday,Weekend,Non-Holiday
D2354,2000,11,Sunday,Weekend,Non-Holiday
D2355,2000,11,Thursday,Weekday,Non-Holiday
D2356,2000,11,Tuesday,Weekday,Non-Holiday
D2357,2000,11,Wednesday,Weekday,Non-Holiday
D2358,2000,10,Friday,Weekday,Non-Holiday
D2359,2000,10,Monday,Weekday,Non-Holiday
D2360,2000,10,Saturday,Weekend,Non-Holiday
D2361,2000,10,Sunday,Weekend,Non-Holiday
D2362,2000,10,Thursday,Weekday,Non-Holiday
D2363,2000,10,Tuesday,Weekday,Non-Holiday
D2364,2000,10,Wednesday,Weekday,Non-Holiday
D2365,2000,9,Friday,Weekday,Non-Holiday
D2366,2000,9,Monday,Weekday,Non-Holiday
D2367,2000,9,Saturday,Weekend,Non-Holiday
D2368,2000,9,Sunday,Weekend,Non-Holiday
D2369,2000,9,Thursday,Weekday,Non-Holiday
D2370,2000,9,Tuesday,Weekday,Non-Holiday
D2371,2000,9,Wednesday,Weekday,Non-Holiday
D2372,2000,8,Friday,Weekday,Non-Holiday
D2373,2000,8,Monday,Weekday,Non-Holiday
D2374,2000,8,Saturday,Weekend,Non-Holiday
D2375,2000,8,Sunday,Weekend,Non-Holiday
D2376,2000,8,Thursday,Weekday,Non-Holiday
D2377,2000,8,Tuesday,Weekday,Non-Holiday
D2378,2000,8,Wednesday,Weekday,Non-Holiday
D2379,2000,7,Friday,Weekday,Non-Holiday
D2380,2000,7,Monday,Weekday,Non-Holiday
D2381,2000,7,Saturday,Weekend,Non-Holiday
D2382,2000,7,Sunday,Weekend,Non-Holiday
D2383,2000,7,Thursday,Weekday,Non-Holiday
D2384,2000,7,Tuesday,Weekday,Non-Holiday
D2385,2000,7,Wednesday,Weekday,Non-Holiday
D2386,2000,6,Friday,Weekday,Non-Holiday
D2387,2000,6,Monday,Weekday,Non-Holiday
D2388,2000,6,Saturday,Weekend,Non-Holiday
D2389,2000,6,Sunday,Weekend,Non-Holiday
D2390,2000,6,Thursday,Weekday,Non-Holiday
D2391,2000,6,Tuesday,Weekday,Non-Holiday
D2392,2000,6,Wednesday,Weekday,Non-Holiday
D2393,2000,5,Friday,Weekday,Non-Holiday
D2394,2000,5,Monday,Weekday,Non-Holiday
D2395,2000,5,Saturday,Weekend,Non-Holiday
D2396,2000,5,Sunday,Weekend,Non-Holiday
D2397,2000,5,Thursday,Weekday,Non-Holiday
D2398,2000,5,Tuesday,Weekday,Non-Holiday
D2399,2000,5,Wednesday,Weekday,Non-Holiday
D2400,2000,4,Friday,Weekday,Non-Holiday
D2401,2000,4,Monday,Weekday,Non-Holiday
D2402,2000,4,Saturday,Weekend,Non-Holiday
D2403,2000,4,Sunday,Weekend,Non-Holiday
D2404,2000,4,Thursday,Weekday,Non-Holiday
D2405,2000,4,Tuesday,Weekday,Non-Holiday
D2406,2000,4,Wednesday,Weekday,Non-Holiday
D2407,2000,3,Friday,Weekday,Non-Holiday
D2408,2000,3,Monday,Weekday,Non-Holiday
D2409,2000,3,Saturday,Weekend,Non-Holiday
D2410,2000,3,Sunday,Weekend,Non-Holiday
D2411,2000,3,Thursday,Weekday,Non-Holiday
D2412,2000,3,Tuesday,Weekday,Non-Holiday
D2413,2000,3,Wednesday,Weekday,Non-Holiday
D2414,2000,2,Friday,Weekday,Non-Holiday
D2415,2000,2,Monday,Weekday,Non-Holiday
D2416,2000,2,Saturday,Weekend,Non-Holiday
D2417,2000,2,Sunday,Weekend,Non-Holiday
D2418,2000,2,Thursday,Weekday,Non-Holiday
D2419,2000,2,Tuesday,Weekday,Non-Holiday
D2420,2000,2,Wednesday,Weekday,Non-Holiday
D2421,2000,1,Friday,Weekday,Non-Holiday
D2422,2000,1,Monday,Weekday,Non-Holiday
D2423,2000,1,Monday,Weekday,Christmas
D2424,2000,1,Saturday,Weekend,Non-Holiday
D2425,2000,1,Saturday,Weekend,Christmas
D2426,2000,1,Sunday,Weekend,Non-Holiday
D2427,2000,1,Sunday,Weekend,Christmas
D2428,2000,1,Thursday,Weekday,Non-Holiday
D2429,2000,1,Tuesday,Weekday,Non-Holiday
D2430,2000,1,Wednesday,Weekday,Non-Holiday
D2431,1999,12,Friday,Weekday,Christmas
D2432,1999,12,Friday,Weekday,Non-Holiday
D2433,1999,12,Monday,Weekday,Non-Holiday
D2434,1999,12,Monday,Weekday,Christmas
D2435,1999,12,Saturday,Weekend,Christmas
D2436,1999,12,Saturday,Weekend,Non-Holiday
D2437,1999,12,Sunday,Weekend,Non-Holiday
D2438,1999,12,Sunday,Weekend,Christmas
D2439,1999,12,Thursday,Weekday,Christmas
D2440,1999,12,Thursday,Weekday,Non-Holiday
D2441,1999,12,Tuesday,Weekday,Christmas
D2442,1999,12,Tuesday,Weekday,Non-Holiday
D2443,1999,12,Wednesday,Weekday,Christmas
D2444,1999,12,Wednesday,Weekday,Non-Holiday
D2445,1999,11,Friday,Weekday,Non-Holiday
D2446,1999,11,Monday,Weekday,Non-Holiday
D2447,1999,11,Saturday,Weekend,Non-Holiday
D2448,1999,11,Sunday,Weekend,Non-Holiday
D2449,1999,11,Thursday,Weekday,Non-Holiday
D2450,1999,11,Tuesday,Weekday,Non-Holiday
D2451,1999,11,Wednesday,Weekday,Non-Holiday
D2452,1999,10,Friday,Weekday,Non-Holiday
D2453,1999,10,Monday,Weekday,Non-Holiday
D2454,1999,10,Saturday,Weekend,Non-Holiday
D2455,1999,10,Sunday,Weekend,Non-Holiday
D2456,1999,10,Thursday,Weekday,Non-Holiday
D2457,1999,10,Tuesday,Weekday,Non-Holiday
D2458,1999,10,Wednesday,Weekday,Non-Holiday
D2459,1999,9,Friday,Weekday,Non-Holiday
D2460,1999,9,Monday,Weekday,Non-Holiday
D2461,1999,9,Saturday,Weekend,Non-Holiday
D2462,1999,9,Sunday,Weekend,Non-Holiday
D2463,1999,9,Thursday,Weekday,Non-Holiday
D2464,1999,9,Tuesday,Weekday,Non-Holiday
D2465,1999,9,Wednesday,Weekday,Non-Holiday
D2466,1999,8,Friday,Weekday,Non-Holiday
D2467,1999,8,Monday,Weekday,Non-Holiday
D2468,1999,8,Saturday,Weekend,Non-Holiday
D2469,1999,8,Sunday,Weekend,Non-Holiday
D2470,1999,8,Thursday,Weekday,Non-Holiday
D2471,1999,8,Tuesday,Weekday,Non-Holiday
D2472,1999,8,Wednesday,Weekday,Non-Holiday
D2473,1999,7,Friday,Weekday,Non-Holiday
D2474,1999,7,Monday,Weekday,Non-Holiday
D2475,1999,7,Saturday,Weekend,Non-Holiday
D2476,1999,7,Sunday,Weekend,Non-Holiday
D2477,1999,7,Thursday,Weekday,Non-Holiday
D2478,1999,7,Tuesday,Weekday,Non-Holiday
D2479,1999,7,Wednesday,Weekday,Non-Holiday
D2480,1999,6,Friday,Weekday,Non-Holiday
D2481,1999,6,Monday,Weekday,Non-Holiday
D2482,1999,6,Saturday,Weekend,Non-Holiday
D2483,1999,6,Sunday,Weekend,Non-Holiday
D2484,1999,6,Thursday,Weekday,Non-Holiday
D2485,1999,6,Tuesday,Weekday,Non-Holiday
D2486,1999,6,Wednesday,Weekday,Non-Holiday
D2487,1999,5,Friday,Weekday,Non-Holiday
D2488,1999,5,Monday,Weekday,Non-Holiday
D2489,1999,5,Saturday,Weekend,Non-Holiday
D2490,1999,5,Sunday,Weekend,Non-Holiday
D2491,1999,5,Thursday,Weekday,Non-Holiday
D2492,1999,5,Tuesday,Weekday,Non-Holiday
D2493,1999,5,Wednesday,Weekday,Non-Holiday
D2494,1999,4,Friday,Weekday,Non-Holiday
D2495,1999,4,Monday,Weekday,Non-Holiday
D2496,1999,4,Saturday,Weekend,Non-Holiday
D2497,1999,4,Sunday,Weekend,Non-Holiday
D2498,1999,4,Thursday,Weekday,Non-Holiday
D2499,1999,4,Tuesday,Weekday,Non-Holiday
D2500,1999,4,Wednesday,Weekday,Non-Holiday
D2501,1999,3,Friday,Weekday,Non-Holiday
D2502,1999,3,Monday,Weekday,Non-Holiday
D2503,1999,3,Saturday,Weekend,Non-Holiday
D2504,1999,3,Sunday,Weekend,Non-Holiday
D2505,1999,3,Thursday,Weekday,Non-Holiday
D2506,1999,3,Tuesday,Weekday,Non-Holiday
D2507,1999,3,Wednesday,Weekday,Non-Holiday
D2508,1999,2,Friday,Weekday,Non-Holiday
D2509,1999,2,Monday,Weekday,Non-Holiday
D2510,1999,2,Saturday,Weekend,Non-Holiday
D2511,1999,2,Sunday,Weekend,Non-Holiday
D2512,1999,2,Thursday,Weekday,Non-Holiday
D2513,1999,2,Tuesday,Weekday,Non-Holiday
D2514,1999,2,Wednesday,Weekday,Non-Holiday
D2515,1999,1,Friday,Weekday,Non-Holiday
D2516,1999,1,Friday,Weekday,Christmas
D2517,1999,1,Monday,Weekday,Non-Holiday
D2518,1999,1,Saturday,Weekend,Non-Holiday
D2519,1999,1,Saturday,Weekend,Christmas
D2520,1999,1,Sunday,Weekend,Christmas
D2521,1999,1,Sunday,Weekend,Non-Holiday
D2522,1999,1,Thursday,Weekday,Non-Holiday
D2523,1999,1,Tuesday,Weekday,Non-Holiday
D2524,1999,1,Wednesday,Weekday,Non-Holiday
D2525,1998,12,Friday,Weekday,Non-Holiday
D2526,1998,12,Friday,Weekday,Christmas
D2527,1998,12,Monday,Weekday,Non-Holiday
D2528,1998,12,Monday,Weekday,Christmas
D2529,1998,12,Saturday,Weekend,Non-Holiday
D2530,1998,12,Saturday,Weekend,Christmas
D2531,1998,12,Sunday,Weekend,Non-Holiday
D2532,1998,12,Sunday,Weekend,Christmas
D2533,1998,12,Thursday,Weekday,Non-Holiday
D2534,1998,12,Thursday,Weekday,Christmas
D2535,1998,12,Tuesday,Weekday,Non-Holiday
D2536,1998,12,Tuesday,Weekday,Christmas
D2537,1998,12,Wednesday,Weekday,Non-Holiday
D2538,1998,12,Wednesday,Weekday,Christmas
D2539,1998,11,Friday,Weekday,Non-Holiday
D2540,1998,11,Monday,Weekday,Non-Holiday
D2541,1998,11,Saturday,Weekend,Non-Holiday
D2542,1998,11,Sunday,Weekend,Non-Holiday
D2543,1998,11,Thursday,Weekday,Non-Holiday
D2544,1998,11,Tuesday,Weekday,Non-Holiday
D2545,1998,11,Wednesday,Weekday,Non-Holiday
D2546,1998,10,Friday,Weekday,Non-Holiday
D2547,1998,10,Monday,Weekday,Non-Holiday
D2548,1998,10,Saturday,Weekend,Non-Holiday
D2549,1998,10,Sunday,Weekend,Non-Holiday
D2550,1998,10,Thursday,Weekday,Non-Holiday
D2551,1998,10,Tuesday,Weekday,Non-Holiday
D2552,1998,10,Wednesday,Weekday,Non-Holiday
D2553,1998,9,Friday,Weekday,Non-Holiday
D2554,1998,9,Monday,Weekday,Non-Holiday
D2555,1998,9,Saturday,Weekend,Non-Holiday
D2556,1998,9,Sunday,Weekend,Non-Holiday
D2557,1998,9,Thursday,Weekday,Non-Holiday
D2558,1998,9,Tuesday,Weekday,Non-Holiday
D2559,1998,9,Wednesday,Weekday,Non-Holiday
D2560,1998,8,Friday,Weekday,Non-Holiday
D2561,1998,8,Monday,Weekday,Non-Holiday
D2562,1998,8,Saturday,Weekend,Non-Holiday
D2563,1998,8,Sunday,Weekend,Non-Holiday
D2564,1998,8,Thursday,Weekday,Non-Holiday
D2565,1998,8,Tuesday,Weekday,Non-Holiday
D2566,1998,8,Wednesday,Weekday,Non-Holiday
D2567,1998,7,Friday,Weekday,Non-Holiday
D2568,1998,7,Monday,Weekday,Non-Holiday
D2569,1998,7,Saturday,Weekend,Non-Holiday
D2570,1998,7,Sunday,Weekend,Non-Holiday
D2571,1998,7,Thursday,Weekday,Non-Holiday
D2572,1998,7,Tuesday,Weekday,Non-Holiday
D2573,1998,7,Wednesday,Weekday,Non-Holiday
D2574,1998,6,Friday,Weekday,Non-Holiday
D2575,1998,6,Monday,Weekday,Non-Holiday
D2576,1998,6,Saturday,Weekend,Non-Holiday
D2577,1998,6,Sunday,Weekend,Non-Holiday
D2578,1998,6,Thursday,Weekday,Non-Holiday
D2579,1998,6,Tuesday,Weekday,Non-Holiday
D2580,1998,6,Wednesday,Weekday,Non-Holiday
D2581,1998,5,Friday,Weekday,Non-Holiday
D2582,1998,5,Monday,Weekday,Non-Holiday
D2583,1998,5,Saturday,Weekend,Non-Holiday
D2584,1998,5,Sunday,Weekend,Non-Holiday
D2585,1998,5,Thursday,Weekday,Non-Holiday
D2586,1998,5,Tuesday,Weekday,Non-Holiday
D2587,1998,5,Wednesday,Weekday,Non-Holiday
D2588,1998,4,Friday,Weekday,Non-Holiday
D2589,1998,4,Monday,Weekday,Non-Holiday
D2590,1998,4,Saturday,Weekend,Non-Holiday
D2591,1998,4,Sunday,Weekend,Non-Holiday
D2592,1998,4,Thursday,Weekday,Non-Holiday
D2593,1998,4,Tuesday,Weekday,Non-Holiday
D2594,1998,4,Wednesday,Weekday,Non-Holiday
D2595,1998,3,Friday,Weekday,Non-Holiday
D2596,1998,3,Monday,Weekday,Non-Holiday
D2597,1998,3,Saturday,Weekend,Non-Holiday
D2598,1998,3,Sunday,Weekend,Non-Holiday
D2599,1998,3,Thursday,Weekday,Non-Holiday
D2600,1998,3,Tuesday,Weekday,Non-Holiday
D2601,1998,3,Wednesday,Weekday,Non-Holiday
D2602,1998,2,Friday,Weekday,Non-Holiday
D2603,1998,2,Monday,Weekday,Non-Holiday
D2604,1998,2,Saturday,Weekend,Non-Holiday
D2605,1998,2,Sunday,Weekend,Non-Holiday
D2606,1998,2,Thursday,Weekday,Non-Holiday
D2607,1998,2,Tuesday,Weekday,Non-Holiday
D2608,1998,2,Wednesday,Weekday,Non-Holiday
